user_id,product_id,billing_region,shipping_region,payment_type,device_type,browser,order_amount,order_date,num_failed_payments,is_cod,account_age_days,num_prev_orders,loyalty_score,ip_address_risk_score,device_trust_score,device_change_count,is_fraud
U10003,P6617,Delhi,Delhi,Debit Card,Desktop,Safari,6954.85,2024-11-08,3,No,1882,7,0.48,0.2829863811663511,0.37,3,Yes
U10003,P6599,Delhi,Delhi,Wallet,Tablet,Firefox,333.23,2024-12-02,0,Yes,1882,7,0.48,0.2578642947080957,0.53,3,No
U10003,P6476,Delhi,Delhi,Debit Card,Mobile,Edge,2979.66,2024-05-07,1,Yes,1882,7,0.48,0.31455636232471657,0.47,3,No
U10003,P5925,Delhi,Delhi,Debit Card,Mobile,Edge,263.79,2024-11-10,1,No,1882,7,0.48,0.3210794821180184,0.47,3,No
U10004,P5659,Lucknow,Lucknow,COD,Tablet,Safari,2110.48,2025-04-27,1,Yes,845,64,0.67,0.25498083223651224,0.99,3,No
U10004,P5840,Lucknow,Lucknow,Debit Card,Desktop,Firefox,553.09,2024-11-08,1,Yes,845,64,0.67,0.28442975412534194,0.99,3,No
U10004,P6589,Lucknow,Lucknow,Wallet,Mobile,Edge,2651.23,2024-05-05,3,No,845,64,0.67,0.22146923326340806,0.77,3,Yes
U10004,P6342,Lucknow,Lucknow,COD,Mobile,Firefox,1288.36,2024-02-02,1,No,845,64,0.67,0.24185494311499425,0.99,3,No
U10005,P6615,Bangalore,Bangalore,Wallet,Tablet,Edge,3091.48,2025-01-25,0,Yes,688,85,0.27,0.1536212618461083,0.84,2,No
U10005,P6693,Bangalore,Bangalore,Credit Card,Tablet,Safari,3996.66,2025-07-27,3,No,688,85,0.27,0.1138429353535266,0.59,2,Yes
U10005,P6607,Bangalore,Jaipur,Wallet,Mobile,Firefox,472.09,2024-07-22,2,Yes,688,85,0.27,0.17282357389027259,0.67,2,Yes
U10006,P5669,Chennai,Chennai,Debit Card,Mobile,Firefox,2018.26,2024-08-06,2,No,1569,16,0.39,0.1367281862036101,0.4,2,Yes
U10006,P5802,Chennai,Pune,UPI,Mobile,Safari,376.95,2024-11-04,1,No,1569,16,0.39,0.1525655096180289,0.45,2,No
U10006,P5258,Chennai,Chennai,Credit Card,Mobile,Firefox,1368.06,2025-05-22,1,No,1569,16,0.39,0.20967893293373133,0.45,2,No
U10006,P6814,Chennai,Chennai,UPI,Desktop,Edge,7531.13,2024-09-04,0,Yes,1569,16,0.39,0.23283220991761985,0.5,2,Yes
U10007,P6097,Bangalore,Bangalore,Credit Card,Mobile,Firefox,3049.46,2025-02-23,1,No,576,70,0.3,0.018252751215040344,0.69,1,No
U10007,P6151,Bangalore,Bangalore,Debit Card,Mobile,Firefox,722.3,2024-12-06,2,Yes,576,70,0.3,0.0879760598233704,0.61,1,Yes
U10007,P5170,Bangalore,Bangalore,Wallet,Mobile,Chrome,5138.96,2024-02-10,2,No,576,70,0.3,0.11996701303506747,0.61,1,Yes
U10007,P5944,Bangalore,Bangalore,Credit Card,Mobile,Chrome,770.47,2024-10-25,2,No,576,70,0.3,0.13914924359623432,0.61,1,Yes
U10007,P6574,Bangalore,Pune,Debit Card,Mobile,Firefox,1295.72,2024-12-03,1,No,576,70,0.3,0.14903499756136906,0.69,1,No
U10008,P5490,Kolkata,Kolkata,Credit Card,Mobile,Firefox,6946.88,2025-05-08,1,No,1245,88,0.17,0.24627205250621095,0.68,2,No
U10008,P6211,Kolkata,Kolkata,Credit Card,Desktop,Chrome,777.36,2025-07-21,1,No,1245,88,0.17,0.1882263126168643,0.68,2,No
U10008,P6643,Kolkata,Kolkata,Debit Card,Mobile,Safari,2687.3,2024-09-08,0,No,1245,88,0.17,0.15372668267688924,0.76,2,No
U10008,P5135,Kolkata,Lucknow,Credit Card,Mobile,Safari,365.37,2024-09-12,1,No,1245,88,0.17,0.2408870332653827,0.68,2,No
U10008,P6365,Kolkata,Bangalore,Debit Card,Mobile,Safari,1888.74,2024-02-07,1,No,1245,88,0.17,0.23555855611107407,0.68,2,No
U10008,P5803,Kolkata,Kolkata,UPI,Desktop,Edge,382.75,2025-08-17,0,No,1245,88,0.17,0.21019932734083346,0.76,2,No
U10008,P6773,Kolkata,Kolkata,COD,Mobile,Edge,219.99,2024-06-01,2,Yes,1245,88,0.17,0.29465472391093966,0.61,2,Yes
U10008,P5881,Kolkata,Kolkata,Debit Card,Mobile,Edge,6327.38,2024-04-06,1,No,1245,88,0.17,0.19262064856579414,0.68,2,No
U10009,P5471,Pune,Pune,COD,Mobile,Chrome,402.05,2024-03-16,1,No,1102,44,0.18,0.06690054846263839,0.43,2,No
U10009,P6396,Pune,Pune,COD,Mobile,Edge,1538.29,2025-07-11,0,Yes,1102,44,0.18,0.15834000646090807,0.47,2,No
U10009,P6630,Pune,Pune,Debit Card,Mobile,Edge,512.64,2024-01-18,0,Yes,1102,44,0.18,0.06125191142484367,0.47,2,No
U10009,P5932,Pune,Pune,Debit Card,Desktop,Safari,418.13,2024-04-24,0,Yes,1102,44,0.18,0.11615804188205717,0.47,2,No
U10009,P6688,Pune,Chennai,UPI,Mobile,Safari,795.31,2025-02-15,0,Yes,1102,44,0.18,0.09952039287068118,0.47,2,Yes
U10009,P6949,Pune,Pune,Debit Card,Mobile,Safari,2234.78,2025-03-24,1,No,1102,44,0.18,0.11216000425078819,0.43,2,No
U10010,P5640,Mumbai,Mumbai,Credit Card,Mobile,Chrome,2177.92,2024-10-21,1,No,1565,3,0.57,0.19407725098127823,0.53,1,No
U10010,P5821,Mumbai,Guwahati,UPI,Mobile,Chrome,1995.06,2024-04-12,0,No,1565,3,0.57,0.16626455689303424,0.59,1,No
U10010,P5025,Mumbai,Mumbai,UPI,Mobile,Edge,2562.6,2024-05-23,2,No,1565,3,0.57,0.08067296717570233,0.47,1,Yes
U10011,P5659,Chennai,Chennai,Credit Card,Mobile,Chrome,2117.83,2024-12-04,3,Yes,46,35,0.01,0.11913027793322378,0.17,2,Yes
U10011,P6760,Chennai,Chennai,Debit Card,Desktop,Edge,5554.57,2024-07-12,1,No,46,35,0.01,0.19474117302287428,0.22,2,Yes
U10011,P5834,Chennai,Mumbai,Wallet,Mobile,Chrome,1831.26,2024-03-22,0,No,46,35,0.01,0.13402726616298222,0.24,2,Yes
U10011,P6718,Chennai,Chennai,Debit Card,Mobile,Firefox,11524.64,2024-01-03,0,No,46,35,0.01,0.22776425598265107,0.24,2,Yes
U10011,P6883,Chennai,Chennai,UPI,Mobile,Firefox,2543.84,2024-04-05,1,No,46,35,0.01,0.1954572513737597,0.22,2,Yes
U10011,P6433,Chennai,Chennai,Debit Card,Desktop,Firefox,4650.09,2024-02-17,1,No,46,35,0.01,0.09421137877677492,0.22,2,Yes
U10011,P6235,Chennai,Chennai,Debit Card,Desktop,Firefox,1588.12,2025-04-29,1,No,46,35,0.01,0.2744541420641069,0.22,2,Yes
U10012,P5858,Chennai,Chennai,COD,Mobile,Edge,665.47,2025-07-29,0,No,1225,69,0.69,0.16168794619663387,1.0,2,No
U10012,P5616,Chennai,Chennai,COD,Desktop,Edge,2361.66,2025-06-03,1,No,1225,69,0.69,0.16953563852697837,1.0,2,No
U10012,P6360,Chennai,Chennai,Wallet,Desktop,Firefox,891.03,2024-07-25,0,No,1225,69,0.69,0.20112728246525227,1.0,2,No
U10012,P5239,Chennai,Hyderabad,Credit Card,Mobile,Safari,3178.1,2025-05-19,1,No,1225,69,0.69,0.17566817496723955,1.0,2,No
U10012,P5999,Chennai,Chennai,Wallet,Mobile,Safari,3648.13,2025-08-08,0,No,1225,69,0.69,0.228081985041845,1.0,2,No
U10013,P5392,Bangalore,Bangalore,COD,Desktop,Chrome,3962.98,2025-06-23,1,Yes,1273,30,0.01,0.049099637871777096,0.19,2,Yes
U10013,P6838,Bangalore,Mumbai,UPI,Desktop,Edge,951.33,2024-04-29,0,No,1273,30,0.01,0.15735349401765214,0.21,2,Yes
U10013,P5331,Bangalore,Bangalore,COD,Desktop,Safari,1175.31,2024-09-20,2,No,1273,30,0.01,0.13404986684033898,0.17,2,Yes
U10013,P5253,Bangalore,Bangalore,UPI,Mobile,Firefox,3267.57,2025-02-03,5,Yes,1273,30,0.01,0.061280088907823785,0.11,2,Yes
U10013,P5166,Bangalore,Bangalore,Wallet,Mobile,Firefox,8320.72,2025-08-20,2,Yes,1273,30,0.01,0.11258297673499636,0.17,2,Yes
U10013,P5709,Bangalore,Delhi,UPI,Mobile,Firefox,6410.37,2024-07-26,1,Yes,1273,30,0.01,0.16060910778201357,0.19,2,Yes
U10014,P5939,Chennai,Chennai,UPI,Mobile,Safari,1438.17,2025-07-26,0,No,187,18,0.12,0.20607786613988804,0.24,2,No
U10014,P6685,Chennai,Chennai,Wallet,Mobile,Firefox,2306.93,2025-07-16,1,No,187,18,0.12,0.18736976538441602,0.22,2,No
U10014,P5694,Chennai,Guwahati,UPI,Desktop,Firefox,2821.05,2025-07-20,2,Yes,187,18,0.12,0.21112248696892544,0.19,2,Yes
U10014,P5458,Chennai,Chennai,Credit Card,Mobile,Chrome,7305.04,2024-06-30,0,No,187,18,0.12,0.21533207285483608,0.24,2,Yes
U10014,P5654,Chennai,Chennai,Debit Card,Mobile,Chrome,3643.78,2025-03-05,1,Yes,187,18,0.12,0.15471143891336972,0.22,2,Yes
U10014,P5166,Chennai,Bangalore,Wallet,Mobile,Edge,3091.1,2024-08-09,0,Yes,187,18,0.12,0.18783783727288647,0.24,2,Yes
U10015,P5660,Guwahati,Guwahati,UPI,Mobile,Edge,7872.65,2024-05-29,3,Yes,506,60,0.21,0.39243332734840036,0.43,2,Yes
U10015,P5976,Guwahati,Mumbai,Wallet,Mobile,Safari,1576.24,2025-06-02,0,No,506,60,0.21,0.3566462350854449,0.61,2,No
U10015,P5465,Guwahati,Guwahati,Credit Card,Tablet,Edge,5630.94,2024-08-21,0,No,506,60,0.21,0.31412535043475476,0.61,2,No
U10015,P5810,Guwahati,Guwahati,COD,Tablet,Chrome,9265.48,2024-03-04,2,Yes,506,60,0.21,0.3640060520064724,0.49,2,Yes
U10016,P5783,Guwahati,Guwahati,UPI,Mobile,Safari,2206.72,2025-07-17,1,Yes,1099,53,0.34,0.33047677533375114,0.62,3,No
U10016,P5862,Guwahati,Pune,UPI,Mobile,Edge,9236.92,2024-04-02,2,Yes,1099,53,0.34,0.37911111228901434,0.55,3,Yes
U10016,P6540,Guwahati,Delhi,COD,Mobile,Chrome,4580.65,2024-03-26,0,No,1099,53,0.34,0.42134496139126565,0.69,3,No
U10016,P5096,Guwahati,Pune,Debit Card,Desktop,Firefox,1248.83,2024-10-28,1,Yes,1099,53,0.34,0.38385784023763825,0.62,3,Yes
U10016,P6169,Guwahati,Lucknow,Wallet,Mobile,Safari,1827.6,2024-12-08,1,Yes,1099,53,0.34,0.3088164323440149,0.62,3,Yes
U10016,P5688,Guwahati,Guwahati,Debit Card,Mobile,Chrome,10574.83,2024-03-29,1,Yes,1099,53,0.34,0.36508435116207805,0.62,3,Yes
U10016,P5660,Guwahati,Guwahati,COD,Tablet,Chrome,12200.8,2024-02-09,1,Yes,1099,53,0.34,0.2210129378750663,0.62,3,Yes
U10017,P5048,Kolkata,Kolkata,UPI,Mobile,Chrome,1880.39,2024-08-14,1,No,1426,38,0.14,0.2450178376747027,0.35,2,No
U10017,P6414,Kolkata,Kolkata,COD,Desktop,Chrome,1194.61,2024-08-16,1,Yes,1426,38,0.14,0.29700982611901633,0.35,2,No
U10017,P6215,Kolkata,Kolkata,Credit Card,Desktop,Firefox,2364.67,2025-04-30,1,Yes,1426,38,0.14,0.27011009070746544,0.35,2,No
U10018,P6854,Mumbai,Hyderabad,COD,Mobile,Firefox,651.71,2024-03-12,2,No,547,90,0.02,0.1555034685566302,0.5,2,Yes
U10018,P6861,Mumbai,Mumbai,Credit Card,Desktop,Chrome,1373.2,2024-09-11,1,Yes,547,90,0.02,0.2564906747055313,0.56,2,No
U10018,P5388,Mumbai,Mumbai,Debit Card,Mobile,Firefox,2992.69,2025-02-09,0,Yes,547,90,0.02,0.06475874145608339,0.62,2,No
U10018,P6755,Mumbai,Delhi,COD,Mobile,Safari,5313.45,2024-11-23,3,No,547,90,0.02,0.0759599703953083,0.43,2,Yes
U10018,P5156,Mumbai,Mumbai,UPI,Mobile,Chrome,1061.38,2025-05-11,0,Yes,547,90,0.02,0.17410466620983006,0.62,2,No
U10018,P6118,Mumbai,Mumbai,COD,Desktop,Chrome,619.54,2024-08-25,1,No,547,90,0.02,0.194904619505732,0.56,2,No
U10018,P5714,Mumbai,Mumbai,UPI,Mobile,Chrome,3005.21,2024-06-28,1,No,547,90,0.02,0.19694243981382534,0.56,2,No
U10019,P6068,Jaipur,Jaipur,Wallet,Desktop,Firefox,328.87,2024-01-01,0,No,128,73,0.66,0.2513611993818178,1.0,2,No
U10019,P6691,Jaipur,Mumbai,Credit Card,Desktop,Chrome,1690.23,2024-03-12,0,Yes,128,73,0.66,0.23779388681566446,1.0,2,Yes
U10019,P5506,Jaipur,Lucknow,UPI,Mobile,Chrome,1394.09,2025-02-19,1,No,128,73,0.66,0.23042970767038512,1.0,2,No
U10019,P6969,Jaipur,Jaipur,COD,Desktop,Firefox,2285.52,2024-08-20,1,Yes,128,73,0.66,0.2961126849308114,1.0,2,No
U10019,P6030,Jaipur,Jaipur,UPI,Mobile,Firefox,1258.12,2024-09-29,0,No,128,73,0.66,0.23083962956147575,1.0,2,No
U10020,P5308,Lucknow,Lucknow,Credit Card,Mobile,Safari,1076.22,2024-09-25,2,No,1945,89,0.28,0.3557309515867855,0.7,2,Yes
U10020,P5816,Lucknow,Lucknow,UPI,Mobile,Firefox,2157.8,2024-07-28,0,No,1945,89,0.28,0.29890585174574685,0.87,2,No
U10020,P5367,Lucknow,Lucknow,Wallet,Mobile,Firefox,7052.12,2024-05-16,0,No,1945,89,0.28,0.26481369718703945,0.87,2,Yes
U10020,P5920,Lucknow,Lucknow,Credit Card,Desktop,Firefox,2460.98,2024-09-06,0,No,1945,89,0.28,0.26501717249207746,0.87,2,No
U10021,P6137,Bangalore,Bangalore,COD,Mobile,Firefox,6078.55,2025-04-08,1,Yes,1798,18,0.14,0.023404652090501812,0.23,2,Yes
U10021,P5087,Bangalore,Delhi,Debit Card,Desktop,Firefox,797.06,2024-05-11,1,No,1798,18,0.14,0.06029127857753951,0.23,2,Yes
U10021,P6750,Bangalore,Bangalore,COD,Mobile,Chrome,483.08,2025-09-19,1,No,1798,18,0.14,0.07236066124462107,0.23,2,No
U10021,P6049,Bangalore,Bangalore,Debit Card,Mobile,Edge,1862.94,2024-10-28,0,No,1798,18,0.14,0.12040401889547667,0.26,2,No
U10021,P6576,Bangalore,Bangalore,Wallet,Mobile,Chrome,509.9,2024-07-10,2,No,1798,18,0.14,0.09504002651717279,0.21,2,Yes
U10021,P6717,Bangalore,Bangalore,COD,Desktop,Safari,1189.26,2024-08-24,0,No,1798,18,0.14,0.057013745502845894,0.26,2,No
U10021,P6803,Bangalore,Bangalore,Debit Card,Desktop,Edge,515.92,2024-01-30,1,Yes,1798,18,0.14,0.03873814051618579,0.23,2,Yes
U10022,P6759,Lucknow,Lucknow,Wallet,Tablet,Chrome,5361.06,2025-09-06,2,Yes,1090,38,0.36,0.2881507580713629,0.49,3,Yes
U10022,P5552,Lucknow,Lucknow,Credit Card,Mobile,Firefox,886.32,2024-10-04,0,Yes,1090,38,0.36,0.19735000976563993,0.61,3,No
U10022,P5678,Lucknow,Guwahati,Debit Card,Desktop,Chrome,2335.85,2024-01-22,0,No,1090,38,0.36,0.28410687816252805,0.61,3,No
U10022,P5590,Lucknow,Lucknow,Debit Card,Mobile,Safari,4148.84,2025-05-10,0,Yes,1090,38,0.36,0.3557776862538124,0.61,3,No
U10022,P6269,Lucknow,Lucknow,COD,Mobile,Chrome,2284.98,2025-02-18,0,Yes,1090,38,0.36,0.2899824754316452,0.61,3,No
U10023,P5390,Jaipur,Delhi,Debit Card,Mobile,Chrome,3042.34,2025-06-15,0,No,309,66,0.51,0.2879660810804526,0.95,2,No
U10023,P6361,Jaipur,Lucknow,UPI,Desktop,Firefox,2870.76,2025-02-22,3,No,309,66,0.51,0.28190463684188527,0.66,2,Yes
U10023,P6089,Jaipur,Jaipur,COD,Mobile,Firefox,858.22,2024-02-19,2,Yes,309,66,0.51,0.2107384169608124,0.76,2,Yes
U10023,P6412,Jaipur,Jaipur,Wallet,Mobile,Edge,3666.02,2024-07-08,1,Yes,309,66,0.51,0.3678744966808891,0.86,2,No
U10024,P5962,Bangalore,Bangalore,UPI,Mobile,Firefox,2025.96,2025-07-10,1,Yes,1402,44,0.11,0.07962172919868081,0.36,1,No
U10024,P6909,Bangalore,Kolkata,Debit Card,Mobile,Safari,7006.8,2024-07-15,2,No,1402,44,0.11,0.09983255335481309,0.32,1,Yes
U10024,P6117,Bangalore,Bangalore,Debit Card,Mobile,Edge,3487.23,2024-01-04,1,No,1402,44,0.11,0.06721884280400248,0.36,1,No
U10024,P5835,Bangalore,Pune,Wallet,Mobile,Edge,923.11,2025-03-22,2,Yes,1402,44,0.11,0.15690326835159663,0.32,1,Yes
U10024,P5454,Bangalore,Bangalore,UPI,Mobile,Safari,3319.34,2025-05-18,1,Yes,1402,44,0.11,0.027066006837717815,0.36,1,No
U10024,P5599,Bangalore,Bangalore,Debit Card,Mobile,Edge,555.07,2024-03-16,1,No,1402,44,0.11,0.16511489159882006,0.36,1,No
U10025,P5281,Bangalore,Bangalore,COD,Mobile,Edge,520.68,2024-01-30,1,No,526,12,0.21,0.08478508378951224,0.26,2,No
U10025,P5639,Bangalore,Bangalore,Credit Card,Mobile,Safari,668.65,2025-01-09,1,No,526,12,0.21,0.0733234910650953,0.26,2,No
U10025,P6745,Bangalore,Delhi,UPI,Desktop,Safari,2909.69,2025-05-17,1,Yes,526,12,0.21,0.06861240524317277,0.26,2,Yes
U10025,P6882,Bangalore,Bangalore,Credit Card,Mobile,Firefox,5270.15,2024-07-05,2,Yes,526,12,0.21,0.1904324287397157,0.23,2,Yes
U10025,P5827,Bangalore,Lucknow,Debit Card,Mobile,Chrome,4003.74,2025-04-18,0,Yes,526,12,0.21,0.019761135042177608,0.29,2,Yes
U10025,P5017,Bangalore,Bangalore,Wallet,Mobile,Safari,2287.19,2025-07-08,1,No,526,12,0.21,0.07325827884178733,0.26,2,No
U10025,P6885,Bangalore,Bangalore,Debit Card,Mobile,Edge,1155.18,2025-09-21,0,Yes,526,12,0.21,0.035461608583424425,0.29,2,Yes
U10026,P5797,Mumbai,Kolkata,COD,Desktop,Chrome,418.05,2024-10-19,0,No,331,91,0.16,0.05937322828744694,0.77,2,No
U10026,P6684,Mumbai,Mumbai,COD,Desktop,Edge,1454.55,2024-10-11,1,No,331,91,0.16,0.21526434725854687,0.69,2,No
U10026,P5034,Mumbai,Mumbai,Wallet,Mobile,Firefox,1263.76,2025-04-15,1,Yes,331,91,0.16,0.1486435947883057,0.69,2,No
U10026,P5582,Mumbai,Mumbai,Wallet,Mobile,Chrome,2764.6,2025-07-03,0,No,331,91,0.16,0.09195777155006149,0.77,2,No
U10026,P6611,Mumbai,Kolkata,Debit Card,Mobile,Edge,4107.82,2025-09-29,0,No,331,91,0.16,0.1914544426207228,0.77,2,No
U10026,P5580,Mumbai,Mumbai,Debit Card,Mobile,Firefox,2981.3,2024-05-14,0,Yes,331,91,0.16,0.1299657999680081,0.77,2,No
U10026,P5130,Mumbai,Jaipur,COD,Desktop,Firefox,4147.49,2024-05-17,2,Yes,331,91,0.16,0.11767166100444329,0.61,2,Yes
U10026,P5004,Mumbai,Mumbai,UPI,Mobile,Firefox,2936.79,2024-12-06,1,Yes,331,91,0.16,0.17876906325919276,0.69,2,No
U10027,P5618,Lucknow,Delhi,Wallet,Mobile,Firefox,4464.6,2024-06-29,0,No,210,57,0.56,0.27889056438054355,0.94,1,No
U10027,P5012,Lucknow,Lucknow,Debit Card,Mobile,Chrome,2506.21,2024-07-13,1,Yes,210,57,0.56,0.25186119841943433,0.85,1,No
U10027,P6405,Lucknow,Pune,Wallet,Mobile,Chrome,5708.58,2024-04-05,2,Yes,210,57,0.56,0.33477011599251216,0.75,1,Yes
U10027,P6558,Lucknow,Lucknow,Debit Card,Mobile,Safari,7364.48,2024-08-24,0,No,210,57,0.56,0.2929315404982109,0.94,1,Yes
U10027,P6097,Lucknow,Chennai,Debit Card,Mobile,Edge,3221.49,2025-02-27,0,No,210,57,0.56,0.33732025264918436,0.94,1,No
U10027,P6459,Lucknow,Lucknow,Wallet,Mobile,Safari,234.44,2024-11-16,0,Yes,210,57,0.56,0.2798588700728266,0.94,1,No
U10027,P6180,Lucknow,Lucknow,Debit Card,Mobile,Edge,679.86,2025-09-04,0,No,210,57,0.56,0.3509511558723037,0.94,1,No
U10027,P5314,Lucknow,Lucknow,COD,Mobile,Safari,262.48,2024-05-07,0,No,210,57,0.56,0.30070149708638844,0.94,1,No
U10028,P5195,Guwahati,Pune,COD,Mobile,Safari,4969.51,2024-10-20,4,Yes,636,19,0.12,0.4029682153300679,0.15,3,Yes
U10028,P5912,Guwahati,Guwahati,COD,Mobile,Safari,3729.89,2025-01-30,0,No,636,19,0.12,0.4013325213964636,0.25,3,No
U10028,P5556,Guwahati,Guwahati,Wallet,Desktop,Safari,4739.05,2025-05-09,0,Yes,636,19,0.12,0.41181258727884185,0.25,3,Yes
U10028,P5785,Guwahati,Guwahati,UPI,Mobile,Firefox,472.96,2024-12-20,1,No,636,19,0.12,0.3534143624362797,0.22,3,No
U10028,P6821,Guwahati,Guwahati,COD,Tablet,Firefox,601.06,2024-07-19,0,No,636,19,0.12,0.36913601052323564,0.25,3,No
U10029,P6611,Delhi,Mumbai,Credit Card,Mobile,Firefox,1411.44,2025-08-30,2,No,1152,91,0.19,0.18846369254319134,0.64,2,Yes
U10029,P6461,Delhi,Bangalore,Wallet,Mobile,Chrome,9608.4,2024-02-27,1,Yes,1152,91,0.19,0.15511477956222502,0.72,2,Yes
U10029,P6388,Delhi,Delhi,UPI,Desktop,Chrome,1488.36,2025-04-19,2,Yes,1152,91,0.19,0.30016486167409595,0.64,2,Yes
U10029,P6465,Delhi,Delhi,COD,Desktop,Chrome,3215.03,2024-07-06,2,No,1152,91,0.19,0.1623947602951733,0.64,2,Yes
U10029,P6943,Delhi,Delhi,Debit Card,Mobile,Firefox,1663.13,2024-01-26,2,Yes,1152,91,0.19,0.24524337546123762,0.64,2,Yes
U10029,P6803,Delhi,Delhi,UPI,Mobile,Firefox,2148.8,2025-03-14,0,Yes,1152,91,0.19,0.23629061672100354,0.8,2,No
U10029,P6601,Delhi,Delhi,Wallet,Mobile,Safari,4487.93,2024-08-07,0,No,1152,91,0.19,0.20905264842720284,0.8,2,No
U10030,P6653,Lucknow,Lucknow,COD,Tablet,Edge,2387.45,2025-07-16,1,No,729,71,0.19,0.2922505698856218,0.6,2,No
U10030,P5366,Lucknow,Lucknow,Wallet,Mobile,Chrome,3495.55,2024-01-07,3,No,729,71,0.19,0.29274787849350675,0.46,2,Yes
U10030,P6491,Lucknow,Lucknow,Credit Card,Mobile,Safari,1355.19,2025-06-24,2,No,729,71,0.19,0.2671460281154757,0.53,2,Yes
U10030,P6117,Lucknow,Hyderabad,UPI,Mobile,Safari,653.96,2025-05-14,0,No,729,71,0.19,0.3047220909758619,0.66,2,No
U10031,P5217,Pune,Chennai,Wallet,Mobile,Edge,5569.81,2024-03-27,1,No,1022,60,0.09,0.04093068032997265,0.44,1,No
U10031,P6772,Pune,Lucknow,COD,Mobile,Firefox,2815.75,2025-05-27,1,No,1022,60,0.09,0.13736262781878303,0.44,1,No
U10031,P5189,Pune,Pune,Credit Card,Mobile,Safari,643.82,2025-04-01,1,Yes,1022,60,0.09,0.0885731009334148,0.44,1,No
U10031,P5528,Pune,Pune,Credit Card,Mobile,Edge,1259.64,2025-02-16,2,No,1022,60,0.09,0.05189894793922751,0.39,1,Yes
U10031,P6694,Pune,Pune,Debit Card,Mobile,Chrome,5299.36,2025-06-25,1,No,1022,60,0.09,0.03617793323520643,0.44,1,No
U10031,P6114,Pune,Pune,COD,Mobile,Safari,4118.46,2025-08-21,1,Yes,1022,60,0.09,0.09340496086110672,0.44,1,No
U10032,P6548,Pune,Pune,Credit Card,Desktop,Safari,2511.65,2024-08-16,2,No,1169,38,0.12,0.09514415002667863,0.3,2,Yes
U10032,P5770,Pune,Lucknow,Credit Card,Mobile,Chrome,255.78,2024-09-27,1,No,1169,38,0.12,0.07409679146804653,0.34,2,No
U10032,P6210,Pune,Pune,UPI,Mobile,Safari,1398.93,2025-02-24,0,No,1169,38,0.12,0.12512020451419129,0.37,2,No
U10032,P6049,Pune,Pune,Debit Card,Desktop,Safari,323.93,2025-03-01,3,No,1169,38,0.12,0.11742212355282049,0.26,2,Yes
U10032,P5433,Pune,Pune,Wallet,Mobile,Firefox,236.69,2025-09-22,0,No,1169,38,0.12,0.10283866653903975,0.37,2,No
U10032,P6275,Pune,Pune,Debit Card,Mobile,Firefox,710.92,2024-11-25,0,No,1169,38,0.12,0.05370193497426575,0.37,2,No
U10033,P6542,Bangalore,Bangalore,Debit Card,Mobile,Firefox,2654.27,2024-02-04,0,Yes,220,0,0.33,0.06299929754153523,0.33,3,No
U10033,P6160,Bangalore,Bangalore,Wallet,Mobile,Firefox,5024.21,2025-07-10,2,Yes,220,0,0.33,0.030170488743607407,0.26,3,Yes
