Loan_Amount,Interest_Rate,Tenure_Months,Credit_Score,Income,Employment_Type,Debt_to_Income_Ratio,Collateral_Value,Late_Payments,Missed_EMI_Count,Default,Risk_Score,Prob_Default
1875573,15.06,60,487,171255,Self-Employed,1.07,1272033,0,0,Yes,6.088579399141631,0.9977365055864076
1297617,13.44,72,589,123036,Salaried,0.35,1797038,0,0,Yes,4.793993465327222,0.9917886563420073
841743,14.45,36,218,165331,Self-Employed,0.54,141774,3,1,Yes,7.8592111390684956,0.9996139706838904
153355,8.56,24,872,182031,Salaried,1.19,893164,2,0,No,0.1954065845927343,0.5486967925578118
1334372,7.64,60,296,131525,Salaried,1.06,15385,3,2,Yes,9.77094937591079,0.9999429171285217
1312752,6.17,36,422,179529,Salaried,0.72,1844344,1,1,Yes,6.847493410535345,0.9989390122461875
234779,10.21,60,657,100679,Salaried,0.67,1900429,1,2,No,3.046753472256711,0.9546421575233361
1446025,13.08,36,827,140829,Salaried,0.41,948729,2,1,No,3.1843847218967687,0.96024239950756
1520485,10.71,48,230,143216,Self-Employed,0.67,1608885,4,0,Yes,9.560517735448553,0.9999295486522546
1039436,11.25,12,483,148175,Salaried,1.03,1969862,3,1,Yes,6.248976463640965,0.998071296049608
1357371,16.85,48,461,80901,Self-Employed,0.85,508670,1,0,Yes,8.059285330218414,0.999683947251578
536232,10.18,36,508,190607,Contractual,0.42,117369,4,0,Yes,4.383652459423491,0.9876741293875151
967040,12.17,48,657,162175,Salaried,0.32,744990,1,1,No,3.4327157134782387,0.968711484646069
1598762,15.4,24,304,113046,Contractual,0.39,1621975,3,1,Yes,9.575440404790971,0.9999305920966008
206730,10.76,60,621,105012,Unemployed,0.29,89402,1,0,No,2.299922980230831,0.9088706600403315
1969486,13.47,72,534,93278,Self-Employed,0.21,644062,1,3,Yes,9.855746017281675,0.9999475577744943
1483257,16.35,24,773,27391,Self-Employed,0.56,253724,2,0,Yes,16.27687621846592,0.9999999146816518
1248079,17.39,12,199,117476,Unemployed,0.22,739945,3,2,Yes,9.736069024027604,0.9999408910457412
704811,7.76,12,483,174973,Self-Employed,0.29,1877727,1,1,Yes,4.947767205987971,0.9929508015763323
577035,17.12,48,306,135721,Salaried,0.7,1276176,3,5,Yes,8.168821282876882,0.999716728454193
698143,11.91,48,807,112537,Self-Employed,0.28,704397,2,1,No,2.2106025707100776,0.9011975929861155
1550942,9.1,48,589,96159,Self-Employed,0.17,1521895,2,1,Yes,7.558346353435456,0.9994785347678481
115725,11.51,24,594,146040,Salaried,0.45,1698559,2,1,Yes,2.8185592988222403,0.9436705327879872
1228557,17.76,36,750,196429,Salaried,0.34,134585,0,2,No,2.3323375061727134,0.9115200409881586
134654,11.91,48,410,184509,Self-Employed,0.67,770543,5,1,Yes,5.294438913548933,0.995005638925751
1003277,9.95,36,866,50503,Salaried,0.21,668695,2,1,No,5.854540677451505,0.9971413432376098
641723,13.6,84,326,90403,Contractual,0.93,1748076,2,1,Yes,7.40820772172015,0.9993941110226198
369030,8.88,24,530,187330,Salaried,1.1,1152702,0,0,Yes,3.49098382533497,0.9704301402340242
1427523,6.91,48,605,179796,Salaried,0.92,1784309,4,1,Yes,5.824071158423992,0.9970531614094464
605839,7.55,36,620,79286,Salaried,0.69,1650522,1,1,No,4.839188856376493,0.9921486609294038
323538,7.54,36,532,89842,Salaried,1.05,1214488,1,1,Yes,4.652023292743557,0.9905479187947811
381236,7.82,60,574,119927,Self-Employed,0.86,1047738,5,0,Yes,4.4060034826741825,0.9879432844825127
578178,7.67,48,832,29908,Contractual,0.11,1866015,0,0,No,5.384398667023316,0.995433351779976
615894,13.69,84,702,196698,Self-Employed,0.53,1679697,2,1,No,2.2905163296017244,0.9080885539459518
539492,8.18,24,352,52228,Salaried,1.04,1167213,1,2,Yes,8.813199841719639,0.9998512656288789
1355416,10.15,24,397,38386,Salaried,0.48,907153,3,0,Yes,15.06921621598152,0.9999997145550088
523254,16.76,60,580,192826,Self-Employed,0.14,617508,2,0,Yes,2.5734154591877303,0.9291309223572347
399457,11.69,48,245,43302,Contractual,0.92,1074969,5,0,Yes,9.211305967391805,0.9999001064926476
715987,14.01,36,452,75815,Salaried,0.98,1630344,3,0,Yes,6.637660983974147,0.998691626105247
1369512,8.07,12,482,78344,Salaried,0.28,903675,2,0,Yes,8.763725467170428,0.99984372319877
1338507,8.31,12,322,181690,Salaried,0.69,1923298,2,1,Yes,7.873594666740052,0.9996194813083096
1338205,6.49,72,843,126603,Contractual,0.31,1528127,1,1,No,3.424193419587214,0.9684521434349815
1303617,8.03,24,745,76114,Self-Employed,0.89,1939271,0,2,Yes,6.674982688248329,0.9987394964398072
748361,9.34,36,373,40525,Salaried,0.4,1713043,1,0,Yes,9.891661731441497,0.9999494077585758
1830488,8.12,24,241,94818,Salaried,0.45,521397,3,0,Yes,11.984917209812481,0.999993762452286
1515689,7.06,36,783,129589,Contractual,1.03,792425,1,0,No,4.202503836488179,0.9852623693053745
118148,7.45,12,755,160406,Salaried,0.62,1013845,1,0,No,0.9981334634199053,0.7306914370305506
1875665,11.53,48,865,109715,Salaried,0.84,1142226,0,1,No,4.753904760819701,0.9914556566912183
698531,8.48,12,863,21644,Salaried,0.54,1807261,2,0,Yes,9.461429988295448,0.9999222107865144
1350571,10.37,60,340,116154,Salaried,0.43,1566772,3,2,Yes,9.296058448266956,0.9999082231278414
956606,12.04,24,201,179005,Salaried,0.79,904027,4,1,Yes,8.605872163719823,0.9998170056307706
728843,14.28,48,477,58469,Self-Employed,0.27,52066,2,0,Yes,6.787638098821599,0.9988736411353145
622843,6.47,72,547,179759,Contractual,0.51,373994,3,1,Yes,4.73429672598683,0.9912879395813544
306508,15.59,48,236,121609,Self-Employed,0.33,1877950,3,1,Yes,6.728964869650547,0.9988056580627241
853591,13.53,48,707,198728,Contractual,0.87,1064714,2,1,No,2.739081880761644,0.9392937657288428
946942,6.98,36,197,163447,Salaried,1.14,118558,3,1,Yes,9.14240500182526,0.9998929818407957
156530,16.48,36,329,80206,Self-Employed,1.2,258480,0,0,Yes,4.902146555951758,0.9926241910942448
654365,17.05,48,559,111462,Salaried,0.6,437743,2,2,Yes,4.690390222676787,0.9909004600016428
1920928,6.73,84,504,182679,Self-Employed,0.38,1319910,2,0,Yes,6.60576243301091,0.9986492753742047
510337,9.32,48,237,98178,Unemployed,0.59,1927267,4,0,Yes,7.948757033143881,0.9996470238516062
1823415,15.67,48,770,170065,Salaried,1.03,1126998,2,1,No,3.9227279814580696,0.9805968878361598
855889,14.98,60,765,190458,Salaried,0.33,1759634,2,2,No,2.2818205903663795,0.907360195007707
1558349,8.21,36,311,192359,Salaried,1.15,1655179,2,1,Yes,8.39620934901235,0.9997743296032935
258261,8.51,12,589,101724,Salaried,0.48,1011214,2,1,Yes,3.65448545082773,0.9747778113667601
1863045,10.45,48,653,111393,Salaried,1.18,29086,1,2,Yes,7.588658789151922,0.9994940966023114
1439673,11.81,84,374,142314,Self-Employed,1.02,1983402,2,1,Yes,8.018685139901907,0.9996708557121246
1413715,13.42,24,548,91312,Unemployed,0.99,125604,3,2,Yes,8.342340970153613,0.9997618426946618
1270405,10.43,48,890,90324,Salaried,0.45,1935822,1,0,No,3.3303264912979933,0.9654546604930575
321836,11.55,24,575,86196,Salaried,0.11,1167900,3,0,Yes,3.551630864541278,0.9721216585510212
1537550,14.97,48,404,85014,Salaried,0.52,476785,3,1,Yes,9.846253405321477,0.9999470576170081
1039913,6.44,12,453,154282,Contractual,0.43,740970,1,1,Yes,6.227435069115862,0.9980293811179082
252283,9.03,36,395,156994,Salaried,0.14,1439641,1,1,Yes,4.935587850491102,0.9928650382417995
246769,14.56,60,368,182361,Salaried,0.66,3435,4,0,Yes,5.076623532443889,0.9937977619993846
611353,16.74,36,508,48340,Salaried,0.54,1936513,2,1,Yes,6.835081505999174,0.9989257755373532
1321741,12.14,48,642,54850,Salaried,0.8,1888339,1,0,Yes,8.817545730780916,0.9998519105139186
1722163,12.39,60,387,128711,Salaried,0.78,1208590,1,0,Yes,8.12352288848661,0.9997036055314678
1096797,7.29,72,689,26094,Contractual,0.23,714995,0,0,Yes,13.704260864566566,0.9999988823273014
1000110,11.37,24,624,102959,Salaried,1.17,1470851,2,2,No,5.894601729814781,0.99725329211406
1634398,12.39,36,299,179490,Self-Employed,0.31,712917,3,2,Yes,8.73323658699649,0.9998388858944817
537879,8.91,24,876,20741,Salaried,0.59,375601,2,2,Yes,8.213438286485706,0.9997290860288628
614685,9.23,84,436,126585,Self-Employed,0.64,838821,1,0,Yes,5.2836054627325515,0.9949515132604487
832038,10.53,72,727,137564,Self-Employed,0.99,839446,1,0,No,2.7630110639411476,0.940643973647789
1452107,6.24,48,504,83798,Salaried,0.21,1474618,4,0,Yes,9.022597818563689,0.9998793622692012
1361736,9.86,60,440,131026,Salaried,0.57,292441,1,1,Yes,7.224193910623337,0.9992717909431239
1057293,8.54,48,382,125130,Salaried,0.79,568178,1,2,Yes,7.819200271717414,0.9995982184937758
629879,9.93,48,317,37164,Self-Employed,0.34,283466,3,1,Yes,10.723089925734582,0.9999779701444874
1319460,7.44,12,497,181667,Salaried,0.79,560027,1,0,Yes,5.604920772622436,0.9963337785725822
73247,16.69,60,867,45257,Unemployed,1.12,1451511,1,1,No,-0.027292974935737402,0.4931771797910568
1122876,13.12,24,516,160283,Salaried,1.2,603841,3,0,Yes,5.428341828723779,0.9956288213353117
1565857,14.15,60,700,110989,Self-Employed,0.14,8314,2,2,No,5.809298712785352,0.9970094374217917
657086,15.47,60,770,151304,Self-Employed,0.36,618119,2,2,No,2.1576792594159215,0.8963841973579258
583556,11.98,60,517,67691,Self-Employed,0.44,1910172,2,0,Yes,5.49393071949496,0.9959051858215806
1447527,7.04,12,474,94768,Salaried,0.54,1418378,2,1,Yes,8.771661756429737,0.9998449583566094
1372905,12.45,36,254,171685,Salaried,0.37,1912036,3,0,Yes,8.069495252934152,0.9996871567041958
1817640,13.04,36,343,29026,Self-Employed,0.32,822545,3,2,Yes,24.29766283102506,0.9999999999719678
792139,14.95,36,207,199607,Salaried,1.15,641462,5,0,Yes,7.834714593342584,0.9996044013102592
482315,11.18,12,400,45908,Salaried,1.11,146429,1,0,Yes,7.3641696145915025,0.9993668498532327
976075,7.53,72,589,198185,Salaried,0.15,229937,3,1,Yes,4.520021003103162,0.9892284937553224
566588,9.41,48,822,34610,Salaried,0.47,544653,1,2,No,5.59502663006838,0.9962974593842099
1335160,10.36,36,465,192718,Salaried,0.55,301173,0,3,Yes,6.485081760223055,0.9984762892449515
1660908,13.75,36,534,78185,Salaried,0.36,1312457,2,3,Yes,10.131158928609494,0.9999601822890978
1936222,12.85,36,616,87567,Salaried,0.79,393186,3,1,Yes,9.21856280904907,0.9999008287084503
1028732,10.27,48,592,193646,Self-Employed,0.8,1778568,1,0,Yes,3.8378974950855342,0.9789153006630601
1475472,17.84,48,250,51182,Self-Employed,1.04,1658338,4,1,Yes,14.777717530902793,0.9999996179513625
98984,13.27,72,801,131136,Self-Employed,0.91,340362,1,1,No,0.5746124938994632,0.639826801390923
352918,8.85,36,603,146642,Unemployed,0.7,779966,0,2,No,3.5344991544032407,0.9716535953189541
314712,7.22,84,839,34288,Salaried,0.82,1207147,2,0,No,2.989879763571318,0.9521148286069583
1218727,7.83,72,852,93824,Salaried,0.4,765387,0,1,No,3.784350486016371,0.9777812725671244
1554384,8.95,24,418,175949,Salaried,0.75,241474,4,3,Yes,8.5244528291342,0.9998014860856386
183767,7.93,72,602,99425,Salaried,0.64,128692,1,0,No,2.829655980219596,0.9442574972623976
698663,8.24,24,795,15917,Contractual,0.25,762790,2,1,Yes,13.931574836129087,0.9999991095828057
1802126,9.42,60,526,90602,Salaried,0.37,1750093,1,0,Yes,8.770172910090285,0.999844727387372
186330,8.08,36,535,79575,Salaried,0.42,1439131,1,1,Yes,3.9471360351869307,0.9810558838676153
530754,16.76,72,754,87518,Salaried,1.12,1220682,1,0,No,2.0306870662796985,0.8839815607771916
1400224,6.96,72,312,54104,Salaried,0.35,1048870,2,1,Yes,13.504069200059146,0.9999986346101497
1787095,12.29,60,509,164134,Self-Employed,0.42,1015576,1,2,Yes,6.820240659055,0.9989097317608672
63986,10.92,60,696,31999,Salaried,0.51,811028,2,2,No,2.633887496484265,0.9330109332852129
636146,17.79,36,278,156013,Unemployed,0.83,98185,3,0,Yes,6.3927557543281655,0.9983291586767994
1227888,7.34,12,255,76169,Salaried,0.23,797866,4,2,Yes,11.866505529371093,0.9999929783515886
62666,10.77,36,626,169542,Salaried,1.15,58382,2,3,Yes,3.5133857982092933,0.9710662454323744
1399380,17.63,24,628,144744,Contractual,1.05,1348818,2,0,No,4.471222986790472,0.9886959187373561
184633,16.39,48,310,125684,Salaried,0.73,528943,3,1,Yes,5.766874314418171,0.9968802392157076
338998,15.8,36,548,74821,Contractual,0.84,607317,3,3,Yes,5.198569376690145,0.994505889809605
900937,9.09,84,399,190507,Unemployed,0.12,1356948,2,1,Yes,6.019246292787143,0.9975743963142956
678776,8.05,48,298,150601,Self-Employed,0.47,3771,3,0,Yes,6.9893011146451,0.9990791582684492
1806187,14.02,60,461,27192,Self-Employed,0.98,1384819,1,2,Yes,24.040707708149455,0.9999999999637545
1383382,17.15,24,342,89102,Salaried,0.19,1693675,4,0,Yes,9.184580634179554,0.9998974010889009
1893400,12.68,72,573,129894,Contractual,0.41,974303,0,2,Yes,7.050283585077062,0.9991335883122189
1129111,12.86,72,192,101795,Salaried,0.74,1897265,5,2,Yes,10.931935867838959,0.9999821222519788
1046107,9.36,36,327,180159,Self-Employed,0.38,1852566,2,1,Yes,7.143972923917207,0.9992110141892663
1474289,15.23,48,625,81677,Contractual,1.13,1016972,1,0,Yes,7.047903671372193,0.999131525664462
888688,8.24,60,448,150699,Unemployed,0.24,320580,1,1,Yes,5.79846517893284,0.9969769614049738
401279,9.88,24,839,149327,Self-Employed,0.98,1156355,1,0,No,0.6848417053401818,0.6648184577554171
963910,11.11,48,787,151285,Salaried,0.66,649179,2,1,No,2.6796119520551716,0.9358128185878474
1920230,12.09,36,533,117412,Unemployed,0.93,779085,1,4,Yes,9.240889466153373,0.9999030181250137
1700237,8.91,24,233,34404,Self-Employed,0.44,1533895,4,1,Yes,21.629424311126613,0.9999999995959266
1746548,7.38,36,477,131545,Contractual,0.67,778760,3,1,Yes,8.366157094530388,0.9997674463658931
539570,13.33,12,832,171452,Self-Employed,1.04,556664,0,0,No,0.42928513714236827,0.6057029528688004
1555127,9.46,12,551,165245,Salaried,0.61,1036658,2,1,Yes,6.068978113306505,0.9976918039202416
1371685,12.97,24,534,199099,Salaried,0.5,480674,0,2,Yes,5.146005274595385,0.9942110885297789
74538,7.85,84,526,38989,Salaried,0.69,1126500,0,2,Yes,4.23536432925526,0.9857319871221695
944498,11.77,48,824,123106,Self-Employed,0.89,553620,2,0,No,2.336836772104257,0.9118822411975077
251664,12.39,84,469,39519,Salaried,0.59,393145,3,1,Yes,5.923953199726714,0.9973325284368474
541234,6.62,36,348,37439,Salaried,1.13,1619601,2,0,Yes,9.657260067487558,0.9999360445637011
1998260,10.04,36,330,133570,Salaried,0.42,393056,2,3,Yes,10.619451922836966,0.9999755645682621
189182,7.61,48,353,29995,Self-Employed,0.62,89031,1,1,Yes,7.0759686892259825,0.9991555402681765
1571101,6.76,36,864,38559,Salaried,0.93,1515762,0,1,Yes,12.292279830908479,0.9999954130003467
1256914,17.88,24,343,104049,Salaried,0.86,183024,2,1,Yes,8.34800599717441,0.9997631877293063
234064,9.87,48,254,151093,Salaried,1.05,1331711,3,0,Yes,6.62224158299855,0.9986713224358008
264020,15.72,24,548,113000,Salaried,1.2,1076048,3,1,Yes,3.890938053097345,0.9799827006729842
1089577,9.06,48,644,167191,Salaried,0.57,59946,3,0,No,4.0880878934870895,0.9835053646298564
673094,14.18,48,625,197611,Salaried,0.22,1547358,3,1,No,3.178180295293953,0.9600048559714295
947421,15.12,24,401,54350,Salaried,0.13,944353,0,0,Yes,8.511554737810489,0.9997989095695735
665270,13.15,12,697,192295,Contractual,0.9,1312261,1,1,No,2.432056367386914,0.9192393258543727
1744490,11.66,60,437,40517,Contractual,1.06,653525,2,1,Yes,17.299059645745402,0.9999999693017343
1217752,10.94,36,686,168322,Salaried,0.34,1051341,1,1,No,3.6347305481953245,0.9742875342840093
967710,10.19,12,248,104132,Unemployed,0.27,305218,4,1,Yes,9.266765957310595,0.9999054952505999
1316702,17.15,84,251,74546,Salaried,0.17,364939,0,3,Yes,11.127717243938864,0.9999853010124842
268969,15.97,12,481,120686,Self-Employed,1.0,1733219,1,0,Yes,3.627767001419662,0.9741125107952554
172409,17.58,48,536,103151,Self-Employed,0.44,1674251,4,1,Yes,3.5524270341538133,0.972143227546092
1646283,7.49,84,618,18327,Salaried,0.54,1823980,1,3,Yes,30.260319173896438,0.9999999999999278
303618,14.77,24,372,135318,Salaried,0.65,493377,2,3,Yes,6.082287759204245,0.9977222521404167
819598,17.26,24,436,175840,Salaried,1.02,1966849,4,0,Yes,5.307979905975128,0.9950724807165511
1148591,8.17,24,677,188860,Salaried,0.82,1721742,2,1,No,4.001678474354901,0.9820434124644124
822838,6.8,36,375,130945,Self-Employed,0.78,1008022,3,2,Yes,7.780486641974366,0.999582365689461
1220672,14.89,24,529,61830,Salaried,0.29,1837980,1,1,Yes,8.607883794274622,0.9998173733106652
1729923,12.89,48,418,67446,Salaried,0.66,673616,2,0,Yes,11.60453576194289,0.9999908754765682
1283916,16.1,12,455,161232,Salaried,0.89,366047,1,0,Yes,5.553280936786742,0.99614023189225
1209263,7.68,48,526,180070,Salaried,1.17,518790,3,0,Yes,5.6826548564447155,0.9966070433928077
924371,15.54,84,300,173302,Salaried,0.32,1198301,3,1,Yes,6.9331621446953875,0.9990260363574041
1509933,8.42,60,801,155148,Salaried,0.11,1676443,1,1,No,3.3519964936705597,0.9661701527815495
785716,7.96,48,373,84341,Contractual,0.18,1528461,3,1,Yes,7.973449749627504,0.9996556300969818
1204454,7.97,36,568,46085,Salaried,0.51,39339,3,0,Yes,10.800479964558244,0.9999796107010103
1825846,15.77,48,336,70571,Salaried,1.0,1467549,3,0,Yes,12.587573991677413,0.9999965858343222
1023548,13.98,48,690,160787,Self-Employed,0.11,1938384,2,1,No,3.1887588735407713,0.9604090554324093
1296862,12.28,36,800,143308,Salaried,0.6,304543,0,2,No,3.231508824815548,0.9620029438868457
823290,10.31,24,260,20750,Self-Employed,0.46,1879021,4,1,Yes,18.327821285140562,0.999999989026925
1873260,16.53,72,229,128931,Self-Employed,0.16,1015109,1,3,Yes,10.655250029085323,0.9999764238182994
1263475,10.71,36,818,93768,Salaried,0.6,1456498,2,1,No,4.509843869976965,0.9891195098235183
1423343,15.8,24,311,50903,Salaried,0.38,1600773,2,0,Yes,13.013893928976026,0.9999977708632567
1049238,11.27,36,827,178165,Salaried,0.49,518993,1,0,No,1.4535742757182015,0.8105479090737772
911882,10.52,36,854,106036,Salaried,0.88,994135,2,0,No,2.415255246645793,0.9179832196638563
1978434,11.55,60,472,102954,Salaried,0.67,712932,6,0,Yes,10.050503788099537,0.9999568378649769
429989,9.62,60,783,180386,Salaried,0.24,1527671,0,1,No,1.0794481426866092,0.746389535259078
465515,14.97,60,385,194297,Salaried,1.16,981271,4,3,Yes,6.585268174495746,0.998621346222492
93585,12.03,12,606,98014,Salaried,0.8,1206117,2,0,No,2.4439437733385025,0.9201174411300495
1469945,8.79,36,756,181251,Self-Employed,0.94,132385,1,1,No,3.616498990350398,0.9738268385485925
114044,16.79,36,459,132305,Salaried,0.19,1449639,2,0,Yes,3.24542673494325,0.9625084306525481
1010061,10.61,12,451,171410,Salaried,0.15,992206,4,0,Yes,5.73363159481166,0.9967751269021717
492296,12.52,36,524,47101,Salaried,0.12,141002,1,0,Yes,5.600243406014027,0.9963166534548837
159556,16.88,60,803,17775,Contractual,0.31,3285,2,1,No,2.680261603375527,0.9358518302686845
1625557,13.49,24,755,126497,Salaried,0.56,385781,2,1,No,4.705000649554273,0.9910312579539432
1980267,7.4,48,211,60619,Contractual,1.13,560151,5,1,Yes,17.42556263437756,0.9999999729495627
817595,17.28,24,513,191910,Salaried,0.6,1196352,1,0,Yes,3.648091292793497,0.9746201262426312
250235,13.53,12,358,165611,Self-Employed,0.42,936209,0,0,Yes,4.413794165242647,0.9880357301465493
75939,10.02,24,305,72124,Salaried,0.72,1704491,2,3,Yes,6.818868504242694,0.998908236351621
1251482,7.67,84,788,80149,Salaried,0.22,1594187,1,1,No,5.353166263251362,0.9952891562083976
592335,15.53,60,456,41616,Salaried,0.77,1381688,0,1,Yes,7.62383765859285,0.9995115757681239
1386825,13.44,84,525,183171,Salaried,0.73,1102491,1,1,Yes,5.293361187087476,0.9950002803949329
125766,12.4,36,711,76799,Salaried,0.97,371687,1,1,No,1.8359465010395097,0.8624686015735414
458923,16.73,24,504,105221,Salaried,1.19,665979,2,1,Yes,4.650287919395051,0.9905316571071864
1513768,15.46,48,378,129879,Self-Employed,0.38,1252038,2,0,Yes,7.4802319312590955,0.9994361914975369
618550,7.82,36,423,40479,Contractual,0.66,784278,2,2,Yes,9.666562192741917,0.9999366366892015
437261,9.74,60,770,192244,Salaried,1.1,1943508,0,1,No,1.5106864886983904,0.8191629221531921
860208,8.98,12,339,114165,Salaried,0.96,507553,3,3,Yes,8.806100249638682,0.9998502060769483
735440,14.93,36,815,70863,Salaried,0.64,976778,1,0,No,2.6753340318643013,0.9355553763795603
1751240,6.4,24,403,188115,Self-Employed,1.14,1514965,1,1,Yes,7.7854902054594275,0.9995844492638922
1034346,12.84,36,431,97569,Salaried,0.16,1987305,3,3,Yes,8.164352366017894,0.9997154600653588
1553165,15.15,60,733,161480,Unemployed,1.12,373410,1,0,No,3.4409935595739407,0.9689614112650567
187848,16.52,36,630,31351,Salaried,0.16,813171,0,0,No,2.684864512562066,0.9361276038138164
667075,10.1,36,442,150203,Salaried,0.7,440924,1,1,Yes,5.450680223874801,0.9957249711019392
177948,15.86,36,839,59825,Self-Employed,1.08,1700905,2,0,No,0.5126759994428195,0.6254335813894883
1677880,7.33,36,577,26349,Self-Employed,0.39,1101595,2,2,Yes,22.578889768112642,0.9999999998436446
452690,16.16,60,391,59254,Salaried,0.62,1255802,1,3,Yes,7.183279868588337,0.9992414021435095
549046,7.53,72,828,53225,Salaried,0.46,1281745,1,0,No,3.0711697980272428,0.9556877382353085
501269,10.77,84,629,27453,Unemployed,1.15,531661,4,1,Yes,8.450251065457328,0.999786199001539
71959,15.57,60,263,164886,Salaried,1.01,1739217,3,0,Yes,5.707425002729158,0.9966897802873098
1759466,7.8,36,791,164335,Contractual,0.88,1593051,0,1,No,3.903974320747253,0.980236834253588
1848792,8.75,48,498,92694,Salaried,0.75,1902871,1,1,Yes,9.674366248085096,0.9999371292245106
1888756,14.67,36,446,30735,Self-Employed,1.0,622215,3,3,Yes,23.45338091752074,0.9999999999347882
278576,14.64,36,520,161902,Self-Employed,0.53,1811049,3,2,Yes,4.208193746834505,0.9853447615515036
1065602,13.69,60,325,62893,Salaried,0.59,346229,1,1,Yes,10.028094814473258,0.999955859770407
1636409,14.33,12,324,190745,Contractual,0.9,1166572,2,0,Yes,7.399545357239596,0.9993888430153198
964091,12.51,72,498,142006,Salaried,0.49,563508,3,0,Yes,5.310225912989592,0.9950834811889243
215838,9.02,36,806,60066,Salaried,0.17,392647,1,0,No,1.0343375287184096,0.7377559516657308
1434250,10.15,48,600,149445,Salaried,0.18,1564547,0,0,No,4.605319532269396,0.9901004738295315
1978565,8.18,48,638,156407,Salaried,0.23,531930,2,0,No,5.7253648856295865,0.9967484443611812
111087,16.9,72,341,169813,Self-Employed,1.06,79971,3,0,Yes,4.901918425954825,0.9926225206741185
1063343,13.0,48,760,25692,Salaried,0.62,1628420,2,1,Yes,13.281095905340184,0.9999982935538277
1691704,10.81,48,480,193367,Salaried,0.88,1475552,3,1,Yes,6.77576755513264,0.9988602063011696
168451,11.54,12,469,60541,Salaried,0.53,1873200,0,3,Yes,5.095061864411446,0.9939103830576661
1546176,17.37,48,367,180129,Salaried,0.38,1566049,2,0,Yes,6.509614501274087,0.9985131603432927
1936013,7.84,24,465,81983,Salaried,0.48,397597,4,4,Yes,12.873109782922477,0.9999974338718439
489792,13.03,60,589,165655,Self-Employed,0.97,751943,4,1,Yes,3.999176415844174,0.9819992375367086
89353,12.07,48,348,168837,Contractual,0.79,1461350,2,1,Yes,5.288934590759135,0.9949782109852705
243075,13.34,48,863,169978,Self-Employed,1.13,1341502,2,1,No,0.43934473480881864,0.6081028830971097
1312859,6.22,12,401,135747,Salaried,0.85,1315502,1,0,Yes,7.413076642577737,0.999397052103632
1413453,16.47,12,515,100103,Salaried,0.73,746777,1,2,Yes,7.505495924198076,0.999450249393869
115318,17.19,60,737,192597,Salaried,0.77,185784,0,0,No,0.18512585086995115,0.5461497359074587
